timestamp,area,construction,humidity_pct,temperature_c,rainfall_mm,historical_cases,danger_score,danger_level,recommended_action,suggestions
2025-12-01 12:57:31,Woodlands,True,70,30.81,0.0,39,8,High,"Immediate — Enhanced surveillance, fogging where appropriate, community alerts, and intensive source reduction",Inspect construction sites and drains; enforce water management on sites | Focus on outdoor breeding spots; adult mosquitoes more active | Conduct targeted house-to-house inspections and public awareness in affected clusters | Prioritize targeted interventions in the 5 active clusters; set up temporary cluster response teams
2025-12-01 12:57:43,Woodlands,True,70,30.81,0.0,39,8,High,"Immediate — Enhanced surveillance, fogging where appropriate, community alerts, and intensive source reduction",Inspect construction sites and drains; enforce water management on sites | Focus on outdoor breeding spots; adult mosquitoes more active | Conduct targeted house-to-house inspections and public awareness in affected clusters | Prioritize targeted interventions in the 5 active clusters; set up temporary cluster response teams
